sr,Locality_Name,"Post_
Code",Municipality_Name,"Ward_
Name",LGA,District_Name,"District_
Code","Region_
Name","Region_
Code"
3278,Swanwater,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
3279,Swanwater West,3480,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
3280,Swanwater West,3480,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
3281,Swifts Creek,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
3282,Sydenham,3037,Brimbank City Council,Taylors,54204,Sydenham,80,Western Metropolitan,7
3283,Sylvaterre,3575,Loddon Shire Council,Terrick,56504,Murray Plains,57,Northern Victoria,4
3284,Tabilk,3607,Strathbogie Shire Council,Hughes Creek,53102,Euroa,27,Northern Victoria,4
3285,Tabilk,3607,Strathbogie Shire Council,Lake Nagambie,53103,Euroa,27,Northern Victoria,4
3286,Tabor,3289,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
3287,Taggerty,3714,Murrindindi Shire Council,Cathedral,53001,Eildon,24,Northern Victoria,4
3288,Tahara,3301,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
3289,Tahara,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
3290,Tahara Bridge,3315,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
3291,Tahara West,3310,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8
3292,Talbot,3371,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8
3293,Talgarno,3691,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3294,Tallandoon,3701,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3295,Tallangatta,3700,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3296,Tallangatta East,3700,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3297,Tallangatta South,3701,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3298,Tallangatta Valley,3701,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3299,Tallarook,3659,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4
3300,Tallygaroopna,3634,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
3301,Tambo Crossing,3893,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
3302,Tambo Upper,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
3303,Tamboon,3890,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
3304,Taminick,3675,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
3305,Tamleugh,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4
3306,Tamleugh North,3669,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4
3307,Tandarook,3260,Corangamite Shire Council,South-Central,51604,Polwarth,67,Western Victoria,8
3308,Tandarra,3571,Loddon Shire Council,Terrick,56504,Bendigo East,7,Northern Victoria,4
3309,Tangambalanga,3691,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4
3310,Tanjil Bren,3833,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3311,Tanjil South,3825,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3312,Tanjil South,3825,Latrobe City Council,West,53704,Morwell,54,Eastern Victoria,2
3313,Tantaraboo,3764,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4
3314,Tanwood,3478,Pyrenees Shire Council,Avoca,51901,Ripon,72,Western Victoria,8
3315,Tanwood,3478,Pyrenees Shire Council,De Cameron,51903,Ripon,72,Western Victoria,8
3316,Tanybryn,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8
3317,Taradale,3447,Hepburn Shire Council,Holcombe,56405,Macedon,45,Northern Victoria,4
3318,Taradale,3447,Mount Alexander Shire Council,Coliban,56703,Macedon,45,Northern Victoria,4
3319,Tarcombe,3666,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4
3320,Tarcombe,3666,Strathbogie Shire Council,Hughes Creek,53102,Euroa,27,Northern Victoria,4
3321,Tarcombe,3666,Strathbogie Shire Council,Mount Wombat,53104,Euroa,27,Northern Victoria,4
3322,Tarilta,3451,Hepburn Shire Council,Holcombe,56405,Macedon,45,Northern Victoria,4
3323,Tarilta,3451,Mount Alexander Shire Council,Loddon River,56704,Macedon,45,Northern Victoria,4
3324,Tarnagulla,3551,Loddon Shire Council,Tarnagulla,56503,Ripon,72,Western Victoria,8
3325,Tarneit,3029,Wyndham City Council,Chaffey,56101,Tarneit,81,Western Metropolitan,7
3326,Tarneit,3029,Wyndham City Council,Chaffey,56101,Werribee,85,Western Metropolitan,7
3327,Tarnook,3670,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
3328,Taroon,3265,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8
3329,Taroon,3265,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8
3330,Tarra Valley,3971,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
3331,Tarranyurk,3414,Hindmarsh Shire Council,North,57302,Lowan,44,Western Victoria,8
3332,Tarraville,3971,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
3333,Tarrawarra,3775,Yarra Ranges Shire Council,Ryrie,56207,Eildon,24,Northern Victoria,4
3334,Tarrawingee,3678,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4
3335,Tarrayoukyan,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
3336,Tarrayoukyan,3315,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8
3337,Tarrengower,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,8,Northern Victoria,4
3338,Tarrenlea,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
3339,Tarrington,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
3340,Tarrone,3283,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
3341,Tarwin,3956,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,36,Eastern Victoria,2
3342,Tarwin Lower,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2
3343,Tarwin Lower,3956,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,36,Eastern Victoria,2
3344,Tatong,3673,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
3345,Tatura,3616,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4
3346,Tatura,3616,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
3347,Tatura East,3616,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
3348,Tatyoon,3378,Ararat Rural City Council,Unsubdivided,51401,Lowan,44,Western Victoria,8
3349,Tatyoon,3378,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8
3350,Tawonga,3697,Alpine Shire Council,Unsubdivided,52201,Benambra,6,Northern Victoria,4
3351,Tawonga South,3698,Alpine Shire Council,Unsubdivided,52201,Benambra,6,Northern Victoria,4
3352,Taylor Bay,3713,Murrindindi Shire Council,Eildon,53003,Eildon,24,Northern Victoria,4
3353,Taylors Hill,3037,Melton City Council,Watts,55403,Sydenham,80,Western Metropolitan,7
3354,Taylors Lakes,3038,Brimbank City Council,Taylors,54204,Niddrie,62,Western Metropolitan,7
3355,Taylors Lakes,3038,Brimbank City Council,Taylors,54204,Sydenham,80,Western Metropolitan,7
3356,Teal Point,3579,Gannawarra Shire Council,Murray,57202,Murray Plains,57,Northern Victoria,4
3357,Tecoma,3160,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2
3358,Tecoma,3160,Yarra Ranges Shire Council,Streeton,56208,Monbulk,51,Eastern Victoria,2
3359,Teddywaddy,3527,Buloke Shire Council,Lower Avoca,57101,Mildura,49,Northern Victoria,4
3360,Teddywaddy West,3527,Buloke Shire Council,Lower Avoca,57101,Mildura,49,Northern Victoria,4
3361,Teddywaddy West,3527,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4
3362,Teesdale,3328,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,67,Western Victoria,8
3363,Telangatuk East,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8
3364,Telford,3730,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
3365,Telopea Downs,3420,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8
3366,Templestowe,3106,Manningham City Council,Ruffey,55104,Bulleen,14,Eastern Metropolitan,1
3367,Templestowe,3106,Manningham City Council,Waldau,55107,Bulleen,14,Eastern Metropolitan,1
3368,Templestowe,3106,Manningham City Council,Westerfolds,55108,Bulleen,14,Eastern Metropolitan,1
3369,Templestowe,3106,Manningham City Council,Westerfolds,55108,Warrandyte,83,Eastern Metropolitan,1
3370,Templestowe Lower,3107,Manningham City Council,Bolin,55101,Bulleen,14,Eastern Metropolitan,1
3371,Templestowe Lower,3107,Manningham City Council,Ruffey,55104,Bulleen,14,Eastern Metropolitan,1
3372,Templestowe Lower,3107,Manningham City Council,Tullamore,55106,Bulleen,14,Eastern Metropolitan,1
3373,Tempy,3489,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
3374,Tempy,3489,Yarriambiack Shire Council,Hopetoun,57602,Mildura,49,Northern Victoria,4
3375,Tenby Point,3984,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
3376,Tennyson,3572,Campaspe Shire Council,Western,52305,Murray Plains,57,Northern Victoria,4
3377,Terang,3264,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8
3378,Terang,3264,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8
3379,Terip Terip,3719,Murrindindi Shire Council,Koriella,53006,Eildon,24,Northern Victoria,4
3380,Terrappee,3525,Buloke Shire Council,Lower Avoca,57101,Mildura,49,Northern Victoria,4
3381,Terrappee,3525,Loddon Shire Council,Boort,56501,Murray Plains,57,Northern Victoria,4
3382,Terrick Terrick,3575,Loddon Shire Council,Terrick,56504,Murray Plains,57,Northern Victoria,4
3383,Terrick Terrick East,3573,Campaspe Shire Council,Western,52305,Murray Plains,57,Northern Victoria,4
3384,Tesbury,3260,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8
3385,Tesbury,3260,Corangamite Shire Council,South-Central,51604,Polwarth,67,Western Victoria,8
3386,Tetoora Road,3821,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3387,Thalia,3527,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
3388,Thalia,3527,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4
3389,Thalloo,3825,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3390,The Basin,3154,Knox City Council,Chandler,55002,Bayswater,4,Eastern Metropolitan,1
3391,The Cove,3268,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
3392,The Gurdies,3984,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2
3393,The Heart,3851,Wellington Shire Council,Central,53901,Gippsland South,36,Eastern Victoria,2
3394,The Honeysuckles,3851,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2
3395,The Patch,3792,Yarra Ranges Shire Council,Chandler,56202,Monbulk,51,Eastern Victoria,2
3396,The Patch,3792,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2
3397,The Sisters,3265,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8
3398,Thologolong,3691,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3399,Thomastown,3074,Whittlesea City Council,South East,56002,Thomastown,82,Northern Metropolitan,3
3400,Thomastown,3074,Whittlesea City Council,South West,56003,Thomastown,82,Northern Metropolitan,3
3401,Thomson,3219,Greater Geelong City Council,Brownbill,50602,Geelong,33,Western Victoria,8
3402,Thoona,3726,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
3403,Thornbury,3071,Darebin City Council,South Central,50806,Northcote,63,Northern Metropolitan,3
3404,Thornbury,3071,Darebin City Council,South East,50807,Northcote,63,Northern Metropolitan,3
3405,Thornbury,3071,Darebin City Council,South West,50808,Northcote,63,Northern Metropolitan,3
3406,Thornhill Park,3335,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7
3407,Thornton,3712,Murrindindi Shire Council,Eildon,53003,Eildon,24,Northern Victoria,4
3408,Thorpdale,3835,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3409,Thorpdale South,3824,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3410,Thorpdale South,3824,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
3411,Thowgla Valley,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3412,Three Bridges,3797,Yarra Ranges Shire Council,O'Shannassy,56206,Eildon,24,Northern Victoria,4
3413,Tidal River,3960,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2
3414,Timboon,3268,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8
3415,Timboon West,3268,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8
3416,Timmering,3561,Campaspe Shire Council,Kyabram-Deakin,52302,Murray Plains,57,Northern Victoria,4
3417,Timmering,3561,Campaspe Shire Council,Waranga,52304,Murray Plains,57,Northern Victoria,4
3418,Timor,3465,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8
3419,Timor West,3465,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8
3420,Timor West,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8
3421,Tinamba,3859,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
3422,Tinamba West,3859,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
3423,Tintaldra,3708,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3424,Tittybong,3542,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4
3425,Tol Tol,3549,Swan Hill Rural City Council,Unsubdivided,57001,Mildura,49,Northern Victoria,4
3426,Tolmie,3723,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
3427,Tolmie,3723,Mansfield Shire Council,Unsubdivided,58001,Eildon,24,Northern Victoria,4
3428,Tolmie,3723,Wangaratta Rural City Council,South,52703,Ovens Valley,65,Northern Victoria,4
3429,Tom Groggin,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3430,Tongala,3621,Campaspe Shire Council,Kyabram-Deakin,52302,Murray Plains,57,Northern Victoria,4
3431,Tonghi Creek,3890,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
3432,Tongio,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
3433,Tonimbuk,3815,Cardinia Shire Council,Bunyip,54302,Narracan,58,Eastern Victoria,2
3434,Tooan,3409,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8
3435,Tooborac,3522,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4
3436,Toolamba,3614,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4
3437,Toolamba,3614,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
3438,Toolamba West,3614,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4
3439,Toolangi,3777,Murrindindi Shire Council,Kinglake,53005,Eildon,24,Northern Victoria,4
3440,Toolangi,3777,Yarra Ranges Shire Council,Ryrie,56207,Eildon,24,Northern Victoria,4
3441,Toolern Vale,3337,Macedon Ranges Shire Council,South,56602,Macedon,45,Northern Victoria,4
3442,Toolern Vale,3337,Melton City Council,Watts,55403,Macedon,45,Northern Victoria,4
3443,Toolleen,3551,Campaspe Shire Council,Rochester,52303,Euroa,27,Northern Victoria,4
3444,Toolleen,3551,Greater Bendigo City Council,Eppalock,50201,Euroa,27,Northern Victoria,4
3445,Toolondo,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8
3446,Toolong,3285,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
3447,Toongabbie,3856,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2
3448,Toongabbie,3856,Wellington Shire Council,Northern,53903,Morwell,54,Eastern Victoria,2
3449,Toora,3962,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2
3450,Toora North,3962,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2
3451,Tooradin,3980,Cardinia Shire Council,Westernport,54309,Bass,3,Eastern Victoria,2
3452,Tooradin,3980,Casey City Council,Balla Balla,54401,Bass,3,Eastern Victoria,2
3453,Tooradin,3980,Casey City Council,Balla Balla,54401,Hastings,37,Eastern Victoria,2
3454,Toorak,3142,Stonnington City Council,North,51202,Malvern,46,Southern Metropolitan,6
3455,Toorak,3142,Stonnington City Council,North,51202,Prahran,68,Southern Metropolitan,6
3456,Toorloo Arm,3909,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
3457,Tootgarook,3941,Mornington Peninsula Shire Council,Nepean,55703,Nepean,61,Eastern Victoria,2
3458,Torquay,3228,Surf Coast Shire Council,Torquay,50103,South Barwon,76,Western Victoria,8
3459,Torquay,3228,Surf Coast Shire Council,Winchelsea,50104,South Barwon,76,Western Victoria,8
3460,Torrita,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
3461,Torrumbarry,3562,Campaspe Shire Council,Western,52305,Murray Plains,57,Northern Victoria,4
3462,Torwood,3821,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3463,Tostaree,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
3464,Tottenham,3012,Maribyrnong City Council,Stony Creek,55202,Footscray,30,Western Metropolitan,7
3465,Tottington,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
3466,Tourello,3363,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8
3467,Towan,3596,Swan Hill Rural City Council,Unsubdivided,57001,Mildura,49,Northern Victoria,4
3468,Towaninny,3527,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
3469,Towaninny South,3527,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
3470,Tower Hill,3283,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
3471,Towong,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3472,Towong Upper,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4
3473,Trafalgar,3824,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3474,Trafalgar East,3824,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3475,Trafalgar South,3824,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3476,Tragowel,3579,Gannawarra Shire Council,Patchell,57203,Murray Plains,57,Northern Victoria,4
3477,Traralgon,3844,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2
3478,Traralgon East,3844,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2
3479,Traralgon South,3844,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2
3480,Travancore,3032,Moonee Valley City Council,Myrnong,55602,Essendon,26,Western Metropolitan,7
3481,Trawalla,3373,Pyrenees Shire Council,Ercildoune,51904,Ripon,72,Western Victoria,8
3482,Trawool,3660,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4
3483,Trawool,3660,Murrindindi Shire Council,Cheviot,53002,Eildon,24,Northern Victoria,4
3484,Traynors Lagoon,3477,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
3485,Traynors Lagoon,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8
3486,Tremont,3785,Yarra Ranges Shire Council,Streeton,56208,Monbulk,51,Eastern Victoria,2
3487,Trentham,3458,Hepburn Shire Council,Coliban,56403,Macedon,45,Northern Victoria,4
3488,Trentham,3458,Moorabool Shire Council,Woodlands,50404,Macedon,45,Northern Victoria,4
3489,Trentham East,3458,Hepburn Shire Council,Coliban,56403,Macedon,45,Northern Victoria,4
3490,Trentham East,3458,Macedon Ranges Shire Council,West,56603,Macedon,45,Northern Victoria,4
3491,Tresco,3583,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
3492,Tresco West,3584,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
3493,Trida,3953,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2
3494,Trida,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
3495,Truganina,3029,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7
3496,Truganina,3029,Wyndham City Council,Harrison,56102,Tarneit,81,Western Metropolitan,7
3497,Tubbut,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2
3498,Tuerong,3915,Mornington Peninsula Shire Council,Cerberus,55702,Mornington,53,Eastern Victoria,2
3499,Tulkara,3384,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8
3500,Tullamarine,3043,Brimbank City Council,Horseshoe Bend,54203,Sunbury,79,Western Metropolitan,7
3501,Tullamarine,3043,Hume City Council,Jacksons Creek,54802,Sunbury,79,Western Metropolitan,7
3502,Tullamarine,3043,Moreland City Council,North-West,51002,Sunbury,79,Western Metropolitan,7
3503,Tungamah,3728,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4
3504,Turoar,3546,Swan Hill Rural City Council,Unsubdivided,57001,Mildura,49,Northern Victoria,4
3505,Turriff,3488,Yarriambiack Shire Council,Hopetoun,57602,Mildura,49,Northern Victoria,4
3506,Turriff East,3488,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
3507,Turtons Creek,3960,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2
3508,Tutye,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
3509,Tyaak,3658,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4
3510,Tyabb,3913,Mornington Peninsula Shire Council,Watson,55706,Hastings,37,Eastern Victoria,2
3511,Tyenna,3533,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
3512,Tyers,3844,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2
3513,Tylden,3444,Hepburn Shire Council,Coliban,56403,Macedon,45,Northern Victoria,4
3514,Tylden,3444,Macedon Ranges Shire Council,West,56603,Macedon,45,Northern Victoria,4
3515,Tylden South,3444,Hepburn Shire Council,Coliban,56403,Macedon,45,Northern Victoria,4
3516,Tynong,3813,Cardinia Shire Council,Bunyip,54302,Narracan,58,Eastern Victoria,2
3517,Tynong North,3813,Cardinia Shire Council,Bunyip,54302,Narracan,58,Eastern Victoria,2
3518,Tyntynder,3586,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
3519,Tyntynder South,3586,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
3520,Tyrendarra,3285,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8
3521,Tyrendarra East,3285,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8
3522,Tyrrell,3533,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
3523,Tyrrell,3533,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
3524,Tyrrell Downs,3533,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4
3525,Ullina,3370,Hepburn Shire Council,Cameron,56402,Ripon,72,Western Victoria,8
3526,Ullswater,3318,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8
3527,Ultima,3544,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
3528,Ultima East,3544,Swan Hill Rural City Council,Unsubdivided,57001,Murray Plains,57,Northern Victoria,4
3529,Ulupna,3641,Moira Shire Council,Unsubdivided,52901,Shepparton,75,Northern Victoria,4
3530,Undera,3629,Greater Shepparton City Council,Unsubdivided,52501,Murray Plains,57,Northern Victoria,4
3531,Underbool,3509,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4
3532,Upotipotpon,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4
3533,Upper Ferntree Gully,3156,Knox City Council,Dobson,55005,Monbulk,51,Eastern Victoria,2
3534,Upper Ferntree Gully,3156,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2
3535,Upper Ferntree Gully,3156,Yarra Ranges Shire Council,Streeton,56208,Monbulk,51,Eastern Victoria,2
3536,Upper Gundowring,3691,Alpine Shire Council,Unsubdivided,52201,Benambra,6,Northern Victoria,4
3537,Upper Lurg,3673,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
3538,Upper Lurg,3673,Wangaratta Rural City Council,Warby,52704,Ovens Valley,65,Northern Victoria,4
3539,Upper Plenty,3756,Mitchell Shire Council,Central,52801,Yan Yean,87,Northern Victoria,4
3540,Upper Ryans Creek,3673,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4
3541,Upton Hill,3664,Strathbogie Shire Council,Mount Wombat,53104,Euroa,27,Northern Victoria,4
3542,Upwey,3158,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2
3543,Upwey,3158,Yarra Ranges Shire Council,Streeton,56208,Monbulk,51,Eastern Victoria,2
3544,Valencia Creek,3860,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2
3545,Vasey,3407,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8
3546,Vaughan,3451,Mount Alexander Shire Council,Loddon River,56704,Macedon,45,Northern Victoria,4
3547,Vectis,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8
3548,Ventnor,3922,Bass Coast Shire Council,Island,53402,Bass,3,Eastern Victoria,2
3549,Venus Bay,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2
3550,Vermont,3133,Maroondah City Council,Jubilee,55303,Forest Hill,31,Eastern Metropolitan,1
3551,Vermont,3133,Whitehorse City Council,Mahoneys,55906,Forest Hill,31,Eastern Metropolitan,1
3552,Vermont,3133,Whitehorse City Council,Simpson,55907,Forest Hill,31,Eastern Metropolitan,1
